id,name,nickname,height,weight,reach,dob,ss_min,str_acc,str_a_min,str_def,td_avg,td_acc,td_def,sub_avg,wins,losses,wl_diff,momentum
e091482fa6648261,Assuerio Silva,,"5'10""",241,,1974,1.42,46,4.2,54,.2.66,34,25,..1.8,2,4,-2,-4
88b250ba222c3a98,Kim In Seok,,"5'6""",145,,  --,0.87,37,5.19,60,.0.00,0,0,..0.0,0,1,-1,-1
4f4dac51adc1af4f,Diego Saraiva,The Octopus,"5'6""",155,,1982,1.64,32,3.58,62,.1.33,40,0,..0.7,0,3,-3,-3
5a558ba1ff5e9121,Darrill Schoonover,The Boss,"6'2""",220,,1985,1.2,33,4.35,38,.0.00,0,50,..1.1,0,1,-1,-1
51b1e2fd9872005b,Mackens Semerzier,Da Menace,"5'9""",145,72,1980,2.91,45,3.48,46,.2.14,50,50,..2.1,2,4,-2,-1
9114c8ded5ccd71d,Eric Smith,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
57887765f831e228,Roldan Sangcha-an,The Executioner,"5'4""",125,65,1990,2.71,46,2.15,51,.1.94,60,68,..0.0,0,2,-2,-2
c6da1c24fe473418,Julian Sanchez,,"6'3""",300,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
f626aa1c85f8af03,Josh Smith,,"6'0""",155,,1982,0.73,28,1.4,54,.0.00,0,57,..2.0,0,1,-1,-1
1411c630ba711b64,Tommy Speer,,"5'10""",170,71,1984,2.56,51,5.12,35,.2.02,33,33,..0.0,1,2,-1,-2
a2d1d3d144fed708,Ray Sloan,,"6'1""",205,,1985,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
53bb0d40905b87c0,Jay Silva,,"6'2""",185,,  --,1.13,34,3.07,40,.0.00,0,38,..1.0,0,2,-2,-2
1979c80150f630c4,Kestutis Smirnovas,,"5'10""",200,,  --,4.95,52,5.05,54,.1.55,50,100,..1.6,0,2,-2,-2
f41fad444939056b,Joe Schilling,,"6'3""",185,,  --,2.84,52,2.64,48,.0.00,0,44,..0.0,0,0,0,0
efab191f204ffa17,Nicholas Sergiacomi,,,170,,  --,4.38,55,3.94,59,.0.00,0,0,..0.0,0,0,0,0
c6e6926a81adcd00,Adriano Santos,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
8215e4fe24e8e81b,Daisuke Sugie,Amazon,"5'6""",160,,  --,0,0,0.22,80,.3.27,50,0,..3.3,0,1,-1,-1
99c80d2bd5dbe5a9,Brian Schwartz,,"6'3""",170,,  --,1.27,44,0.87,45,.0.00,0,50,..1.0,1,1,0,1
b0c95dc8e858452c,Akira Shoji,,"5'8""",195,,1974,1.03,34,2.63,53,.1.79,73,82,..0.4,9,12,-3,-3
1d147d4163a6989b,Nick Sanzo,,"5'9""",190,,  --,0,0,0,0,.0.00,0,0,..0.0,1,1,0,1
441eacbe20e0e80b,Augusto Sakai,,"6'4""",265,,1991,6.17,49,3.33,58,.0.32,100,88,..0.0,1,0,1,1
2e25c1d983c26311,Colton Smith,,"6'0""",155,71,1987,1.64,41,2.3,51,.4.09,36,25,..1.4,1,3,-2,-3
fb41432b622992a9,Lukasz Sajewski,Wookie,"5'8""",155,71,1990,2.06,35,3.88,57,.1.01,25,66,..0.0,0,3,-3,-3
817e0bdf08efce2e,Elvis Sinosic,The King of Rock n' Rumble,"6'3""",205,77,1971,1.13,37,4.6,53,.0.00,0,0,..1.2,1,6,-5,-6
a049aa06508b9c7b,Brandon Saling,White Steel,"5'10""",170,,1986,2.88,40,6.08,20,.0.00,0,57,..0.0,0,1,-1,-1
9f3d6ddef3d3cccc,Bob Sapp,The Beast,"6'5""",350,,1974,3.19,55,1.88,49,.0.58,100,72,..0.0,3,4,-1,-2
f86cb5f25d545e0e,Daniel Spitz,The Daddy Long Legs,"6'7""",245,82,1990,2.88,39,4.77,51,.1.18,66,0,..0.0,1,2,-1,-1
b205d4f2ff44bc89,Naho Sugiyuma,Sugi Rock,"5'1""",105,,1978,2.59,48,2.45,71,.2.05,100,66,..0.0,0,1,-1,-1
5f2f0da6fd6a84fd,Andrei Semenov,,"6'0""",185,,1977,0.78,15,2.44,60,.1.74,80,55,..0.4,1,2,-1,-2
030f08370fd1c2bb,Kerry Schall,Meat Truck,"6'2""",265,,1971,0.94,11,4.84,63,.0.00,0,0,..0.0,0,1,-1,-1
89a407032911e27e,Brendan Schaub,Big Brown,"6'4""",245,78,1983,2.92,37,2.22,57,.2.32,46,72,..0.4,6,5,1,-2
c337c3c85b1871e0,Zach Skinner,,"5'6""",145,,  --,0.53,50,2.4,32,.5.00,27,100,..1.0,1,0,1,1
7956f026e2672c47,Pete Sabala,,,135,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
bf7ad5628363eec9,Cody Stamann,The Spartan,"5'6""",135,64,1989,4.97,49,3.45,62,.4.19,71,88,..0.0,3,1,2,-1
28e088bbcaaa6366,Leonardo Silva,Cabecao,"6'2""",185,,1992,1.07,40,0.54,50,.24.11,50,0,..0.0,0,0,0,0
bd5403efbaa445c0,Sean Soriano,,"5'9""",145,70,1989,3.15,61,2.31,52,.1.27,42,55,..0.0,0,3,-3,-3
d7907a9a968e4d29,Wataru Sakata,,"5'9""",195,,1973,1.11,61,2.08,31,.0.00,0,0,..0.0,0,1,-1,-1
0c01568b1ac77bff,Mike Seal,Crazy Boy,"6'4""",185,,  --,5.5,68,3.33,50,.0.00,0,33,..0.0,0,1,-1,-1
b1669a810fae4220,Yusup Saadulaev,Maestro,"5'6""",135,,1985,0.57,45,0.96,66,.5.73,60,0,..1.0,1,1,0,1
3e36811b7bc1f6ad,John Salgado,Greco,"5'10""",170,,  --,0.99,50,1.86,40,.0.00,0,50,..0.0,0,1,-1,-1
310c4d4b2b32796b,Marc Stevens,,"5'9""",155,,  --,0.45,26,1.79,46,.0.00,0,0,..0.0,0,1,-1,-1
e4bb7e483c4ad318,Brendan Seguin,,"6'0""",185,,1976,2.6,45,0.6,84,.5.00,62,100,..0.0,1,0,1,1
d4da8995fc91e7ef,Katsuyori Shibata,,"6'0""",168,,1979,2.06,35,2.4,53,.0.49,50,53,..0.7,2,5,-3,-1
79cbdf233e5e0496,Eric Schwartz,,,205,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
348dff4e03bd18c6,Stefan Sekulic,,"6'0""",170,75,1992,1.47,37,2.4,57,.1.00,20,33,..0.0,0,1,-1,-1
501b07aec9b8fc2d,Sam Stout,Hands of Stone,"5'9""",155,70,1984,4.17,28,4.08,57,.0.63,38,77,..0.1,9,11,-2,-3
9211aae062b799d6,Jean Silva,White Bear,"5'6""",160,,1977,0.73,22,2.93,52,.0.00,0,0,..0.0,0,1,-1,-1
556347e2b0e33979,Chad Sutton,,"6'1""",185,,1982,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
6dd758d34da8d254,Ron Stallings,The Choir Boy,"6'2""",170,75,1983,3.22,60,3.26,51,.0.00,0,71,..0.0,1,3,-2,-1
3143e5daff9e5b71,Jonathan Santa Maria,,"5'9""",125,,  --,3.6,51,2.53,74,.0.00,0,80,..0.0,0,0,0,0
449c890bd90f3374,Hector Sandoval,Kid Alex,"5'2""",125,64,1986,3.31,52,2.33,65,.3.49,25,71,..1.4,2,2,0,-1
3b65c9dd39741bc4,Rob Sinclair,,"5'8""",155,,1980,1.2,33,1.73,73,.0.00,0,50,..0.0,0,0,0,0
a421465acbe59c77,Denis Stojnic,,"6'0""",245,,1980,1.51,23,6.06,36,.0.00,0,80,..1.0,0,2,-2,-2
d9e1942637bd57a4,Raja Shippen,,"5'6""",145,,1986,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
5dfe71ade71f3a4b,Rosi Sexton,The Surgeon,"5'3""",135,63,1977,3.31,39,7.42,41,.0.75,10,80,..0.0,0,3,-3,-3
484acc7b0f856ce9,Ben Saunders,Killa B,"6'2""",170,77,1983,3.19,50,3.58,51,.0.22,40,68,..1.0,9,8,1,-2
9ba2226646046b63,Frankie Saenz,,"5'6""",135,66,1980,3.99,47,3.09,54,.1.80,32,62,..0.1,5,3,2,2
9fa568ad2bf2cb0b,Justin Scoggins,,"5'7""",125,66,1992,3.56,51,2.16,55,.3.42,63,82,..0.5,4,5,-1,-3
48d1f690b763934c,Chael Sonnen,,"6'1""",205,74,1977,3.08,43,1.1,62,.3.81,59,66,..0.4,10,9,1,-1
7c0847d3854a95f2,Sean Salmon,,"5'10""",185,,1977,1.49,33,2.03,65,.4.06,50,0,..0.0,0,3,-3,-3
579fcdfcabd23a7b,Brian Stann,All American,"6'1""",205,74,1980,3.28,42,2.65,59,.0.12,12,60,..0.3,11,6,5,-2
2fee10d5cf86bfca,Maia Stevenson,,"5'4""",115,62,1982,1.57,54,3.13,33,.3.91,100,50,..0.0,0,1,-1,-1
10657c60ce349e0f,Shunichi Shimizu,Rolling Star,"5'5""",135,66,1985,0.14,33,4.68,30,.0.00,0,0,..0.0,0,1,-1,-1
98e946879ba20c0f,Boston Salmon,Boom Boom,"5'9""",135,69,1990,4.07,35,7.33,62,.0.00,0,100,..0.0,0,0,0,1
52ba464d9068d871,Elias Silverio,Xuxu,"5'11""",155,73,1986,3.67,49,2.97,51,.1.62,38,85,..0.2,3,2,1,-2
d247691a6c0e9034,Cub Swanson,,"5'8""",145,70,1983,4.16,49,3.28,62,.1.17,52,60,..0.5,15,9,6,-3
44a1dd0ef4373edc,Jeri Sitzes,,"5'5""",125,,  --,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
74d5f71eeb0c66c7,Gabriel Salinas-Jones,,"6'1""",245,,1984,0,0,0,0,.0.00,0,0,..0.0,0,2,-2,-2
4c12aa7ca246e7a4,Yuhi Sano,,"5'11""",243,,1965,0,0,0,0,.0.00,0,0,..0.0,0,3,-3,-3
a1153013cb5f628f,Edson Silva,Paredao,,205,,  --,2.69,14,5.37,50,.0.00,0,0,..0.0,0,1,-1,-1
7e47047d0971d566,Daniel Sarafian,,"5'9""",185,73,1982,2.23,46,3.1,58,.0.36,7,53,..0.7,2,4,-2,-1
42a7e90605df3c8a,Damian Stasiak,Webster,"5'5""",135,70,1990,1.86,36,3.1,52,.2.64,35,43,..0.6,2,4,-2,-3
bcad7223af3c19da,Martin Svensson,Big Swede,"6'1""",155,72,1985,2.02,38,5.91,38,.0.00,0,0,..0.0,0,1,-1,-1
983e281d257c24dc,Josh San Diego,JSD,"5'10""",135,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
026b4f7049085842,Harris Sarmiento,The Hitman,"5'9""",155,,1983,0.84,25,3.46,36,.2.36,60,57,..0.0,0,3,-3,-3
ece280745f8727b8,Kamal Shalorus,Prince of Persia,"5'8""",155,68,1972,3.06,32,2.99,70,.2.07,50,80,..0.0,3,3,0,-3
6436029b50a9c255,Bobby Stack,,"5'9""",155,,  --,1,20,2.89,34,.7.48,45,100,..0.0,3,2,1,-1
f7467152fd9f18a2,Taila Santos,,"5'5""",125,,1993,6.07,57,3.13,62,.1.00,100,100,..0.0,0,0,0,0
3a7513372f79c8c8,Masanori Suda,,"5'9""",183,,  --,1.8,50,1.2,63,.0.00,0,60,..0.0,0,1,-1,-1
da1d8d76404bb6b5,Bruno Santos,Carioca,"5'9""",185,69,1987,1.18,46,2.27,56,.3.00,37,66,..0.3,1,2,-1,-1
d188a3b817860ec6,Steven Siler,Super,"5'11""",145,70,1987,3.21,41,2.96,54,.0.47,21,55,..1.6,5,4,1,-3
d18dbcb0f8e2b55d,Alex Soto,Extremo,"5'8""",135,71,1984,2.95,25,5.02,59,.2.82,30,0,..0.0,0,2,-2,-2
1f454354805b6f75,Anderson Silva,The Spider,"6'2""",185,77,1975,3.1,63,1.87,62,.0.55,77,69,..0.9,31,8,23,1
3324129f3745b300,Cody Sons,,"5'9""",205,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
22af3546bd967280,Aji Susilo,,"5'10""",155,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
67c1d46f4ed16f9e,Matt Schnell,Danger,"5'8""",125,70,1990,3.64,35,3.67,63,.0.39,25,54,..0.8,2,2,0,2
b9eb5b4ed07d1525,Andreas Spang,Sweet Swede,"6'1""",185,,1978,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
9a08c2753184ac6d,Xavier Siller,Young Guns,"5'5""",125,,1994,1.02,36,1.53,57,.3.83,100,0,..0.0,0,0,0,0
06c60fc2c8dcd7bd,Takashi Sugiura,,"5'11""",225,,1970,1.37,40,2.08,53,.1.33,66,0,..0.0,1,1,0,1
fcaae0385b514f11,Frank Shamrock,,"5'10""",185,,1972,4.75,53,4.66,57,.0.35,50,37,..1.1,8,3,5,-2
c670aa48827d6be6,Dan Severn,The Beast,"6'2""",250,,1958,0,0,0,0,.0.00,0,0,..0.0,10,4,6,1
c8136ab8aa32c974,Kalib Starnes,,"6'3""",185,74,1975,2.71,48,4.43,53,.1.46,33,25,..0.6,2,3,-1,-2
9c65736747ca92ec,Leonardo Santos,Nenhum,"6'0""",155,75,1980,2.3,40,2.64,61,.1.14,25,86,..0.5,5,0,5,4
175852708cb55776,Cristina Stanciu,Barbie,"5'3""",115,64,1994,2.5,50,3.07,52,.0.85,100,40,..1.7,0,2,-2,-2
4fe9492959834bf7,Chad W. Saunders,,"5'10""",170,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
980b4e712489098e,Dave Strasser,,"5'10""",170,,1969,3.04,45,1.88,59,.0.72,33,33,..0.0,1,2,-1,-2
31f9a1f56cbb6ac5,Justin Sumter,The Fort,"6'2""",185,80,1989,1.38,50,2.77,37,.4.15,100,0,..0.0,0,0,0,0
0bc7e61d204f2137,Fabiano Scherner,Pegaleve,"6'3""",257,,1972,1.31,31,3.2,38,.1.09,33,40,..0.0,0,2,-2,-2
2097b1a5ff47dfb0,Alexander Sarnavskiy,Tiger,"5'11""",155,,1989,1.43,66,2.06,42,.0.00,0,75,..0.0,0,0,0,0
dea070ed4a2a8281,Thiago Santos,Marreta,"6'0""",185,76,1984,4.89,50,2.04,62,.0.87,37,65,..0.1,11,5,6,1
dadaeb402526dca5,Carl Seumanutafa,,"6'1""",255,,  --,0,0,3.33,75,.0.00,0,0,..0.0,0,1,-1,-1
5b5307450405abf0,Rick Story,The Horror,"5'9""",170,71,1984,3.8,41,2.17,62,.2.53,48,63,..0.9,12,7,5,-1
523f6ad11dbe9b53,Hans Stringer,,"6'3""",205,73,1987,3.16,61,2.84,41,.2.40,36,62,..0.0,1,2,-1,-2
276c60b14b571dd4,Takenori Sato,,"5'10""",170,71,1985,0.46,33,12.92,9,.0.00,0,0,..0.0,0,2,-2,-2
546f8599a63c29da,Roberto Sanchez,Littlefury,"5'6""",125,66,1986,0.96,40,1.78,46,.3.61,62,50,..0.7,1,2,-1,-1
2ba479b409011527,Fabio Silva,,"5'11""",205,,1982,0.09,11,5.9,38,.0.00,0,0,..0.0,0,1,-1,-1
a4e85a58fbce64b2,Joe Soto,One Bad Mofo,"5'6""",135,65,1987,3.36,41,5.37,67,.0.85,21,70,..1.9,3,5,-2,-2
7ca4c3f8aa8bacae,Paulo Santos,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
89ea01f5a7ada40c,Adam Schindler,,"5'8""",155,,1983,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
d1ce40aca99a9b70,Matt Secor,,"6'0""",170,,1986,1.02,20,1.63,50,.6.12,100,0,..6.1,0,0,0,0
a9a314cc77d90b6e,Wade Shipp,The Nightmare,"6'3""",245,,1975,4.29,86,2.14,0,.0.00,0,75,..0.0,0,1,-1,-1
285e32e41f61a5b1,Jason Sharp,,,205,,  --,0,0,0,0,.0.00,0,0,..0.0,0,2,-2,-2
caced97768818230,Matt Skelton,,"6'3""",265,,1967,0,0,0.54,0,.0.00,0,66,..0.0,0,1,-1,-1
72c4b253d2f5ebf2,Roman Salazar,El Gallito,"5'7""",135,67,1988,1.95,39,2.89,57,.1.77,18,50,..0.0,0,2,-2,-1
743fd9080892501d,Ron Sparks,The Monster,"6'5""",265,,  --,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
b23388ff8ac6637b,Johnny Sampaio,,"5'8""",170,,1975,1.32,40,2.64,50,.9.89,50,0,..9.9,0,1,-1,-1
9db861c26b63daa8,Brian Sleeman,,"5'8""",185,,  --,4,48,1.85,70,.9.23,100,100,..0.0,0,1,-1,-1
71caa995674203aa,Waachiim Spiritwolf,Native Warrior,"5'8""",170,,  --,10,100,10,0,.0.00,0,0,..0.0,0,1,-1,1
243a336eaa2d2eb4,Emmanuel Sanchez,El Matador,"5'9""",145,71,1990,4.45,35,4.17,55,.0.25,6,16,..0.5,0,0,0,0
7a703c565ccaa18f,Jacare Souza,Jacare,"6'1""",185,72,1979,2.61,46,2.46,63,.3.01,41,53,..1.7,19,5,14,1
754968e325d6f60d,Adam Smith,,,,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
54ed8dc6f8c31207,Gilbert Smith,,"5'9""",185,75,1981,1.09,41,2.73,35,.3.51,60,0,..1.2,0,1,-1,-1
1208ffc5be6e31ad,Samy Schiavo,,"5'8""",155,,1975,1.68,34,2.62,38,.0.94,50,66,..0.9,0,2,-2,-2
771b60ff889661c8,Mark Scanlon,,"5'9""",170,,  --,2.2,35,3.33,48,.3.00,75,25,..2.0,0,1,-1,-1
76984112f697631f,Leslie Smith,The Peacemaker,"5'9""",135,66,1982,7.56,40,8.41,51,.0.00,0,62,..0.0,4,3,1,2
18968f97ad34f15c,Jeremy Stephens,Lil' Heathen,"5'8""",145,71,1986,3.1,40,2.76,59,.1.16,36,64,..0.4,15,14,1,-1
9b198c73e3d0d289,Justin Salas,J-Bomb,"5'8""",155,70,1982,3.42,43,2.96,68,.2.43,20,0,..0.0,3,4,-1,-2
e955046551f8c7dd,David Smith,,,155,,  --,0,0,0,0,.0.00,0,0,..0.0,2,1,1,1
5b8ba8f5512893b1,Matt Sayles,Robo,"5'7""",145,68,1994,6.55,37,4.48,58,.0.00,0,100,..0.0,0,1,-1,-1
2924886ee9c4c527,Thiago Silva,,"6'2""",205,74,1982,3.92,50,2.55,67,.1.03,47,70,..0.7,13,3,10,2
7c9c6a884be167fe,Jin Soo Son,,"5'6""",135,69,1993,3.87,26,6.67,56,.1.00,14,100,..0.0,0,1,-1,-1
a12a8314adc1c1c9,Laureano Staropoli,Pepi,"6'0""",170,,1993,0,0,0,0,.0.00,0,0,..0.0,1,0,1,1
d12ee718fb35c35c,Gleristone Santos,Toninho Furia,"5'9""",145,,1988,3.4,31,4.4,64,.0.00,0,75,..0.0,0,0,0,0
cf772fb504842dc3,Kiril Sidelnikov,,"5'11""",230,,1988,2.87,28,4.48,61,.0.00,0,0,..0.0,0,1,-1,-1
696002b59f09d73b,Joseph Sandoval,,"5'7""",135,,1986,1.82,42,12.12,60,.0.00,0,0,..0.0,0,2,-2,-2
9c669abd35b2522f,Greg Soto,,"5'11""",170,73,1986,3.21,63,2.61,52,.1.49,27,44,..1.0,1,2,-1,-1
f717b6002486f73f,Marcus Silveira,Conan,"6'3""",242,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,1
79899ecf62020f6d,Joe Stevenson,Daddy,"5'7""",145,70,1982,2.05,44,2.44,60,.2.75,44,39,..2.2,11,11,0,-4
b23fca14c7b79935,Ivan Serati,,"6'0""",205,,  --,0.86,26,5.33,29,.0.00,0,0,..0.0,0,2,-2,-2
132deb59abae64b1,Valentina Shevchenko,Bullet,"5'5""",125,67,1988,3.31,52,2.38,57,.1.82,54,73,..0.5,4,2,2,1
bc656db347f31e19,Mike Santiago,,"5'10""",145,69,1989,3.44,49,3.58,36,.2.66,50,53,..1.1,0,3,-3,-3
2f04c4183523be2e,Ray Seraille,,"6'3""",246,,  --,5.29,27,17.65,41,.0.00,0,0,..0.0,0,1,-1,-1
59aaf2730b84698a,Jesse Sanders,,"6'0""",170,,  --,0,0,6.45,35,.0.00,0,50,..0.0,0,1,-1,-1
9b5b5a75523728f3,Kazushi Sakuraba,The Gracie Hunter,"6'0""",185,,1969,1.26,41,2.03,51,.1.26,31,48,..1.7,26,15,11,-4
fe435e440b5de0ff,Jake Shields,,"6'0""",170,72,1979,2.45,36,1.8,56,.2.83,29,35,..1.2,16,3,13,-1
6506c1d34da9c013,Georges St-Pierre,Rush,"5'11""",185,76,1981,3.78,53,1.4,72,.4.16,74,83,..1.1,26,2,24,13
377bc9dc0b2745f9,Eric Steenberg,,,155,,1983,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
f797f0c57a83353e,Trevor Smith,Hot Sauce,"6'3""",185,75,1981,3.31,58,2.95,49,.2.06,32,54,..0.9,7,7,0,1
0b5b6876c2a4723f,Steve Steinbeiss,The Hooligan,"6'3""",185,75,1981,3.92,55,1.86,49,.0.44,50,58,..0.0,0,3,-3,-3
7aa88401f93ce836,Amar Suloev,,"5'9""",183,,1976,1.98,37,2.19,70,.0.27,100,88,..0.3,2,4,-2,-1
ff9578cdbfabd323,Ryuta Sakurai,,"5'7""",183,,  --,1.8,48,3.44,58,.0.52,100,36,..1.6,0,3,-3,-3
5330fe7e4c3af81c,Floyd Sword,,"6'0""",185,,1976,0.78,42,1.57,40,.0.00,0,33,..0.0,0,1,-1,-1
7b143a54451263d9,Paul Sass,,"6'0""",155,73,1988,0.53,26,1.9,51,.0.53,16,33,..7.4,3,2,1,-2
7f955f71fa2ce7ac,Alessio Sakara,Legionarius,"6'0""",185,72,1981,3.96,47,2.8,59,.2.18,78,62,..0.0,6,8,-2,-4
85ff1b9471d35238,Dmitry Sosnovskiy,Wicked Machine,"6'3""",240,77,1989,2.95,70,2.53,35,.3.16,66,100,..3.2,1,0,1,1
7c3c48cf54a2848e,Ulka Sasaki,Ulka,"5'10""",125,71,1989,2.12,40,2.53,50,.3.14,43,37,..1.2,4,5,-1,-1
15347cd4cdf01b03,Daniel Straus,,"5'7""",145,71,1984,4.76,43,2.99,57,.0.84,15,81,..1.1,0,0,0,0
b35a159f525764eb,Chris Saunders,The So Cal Kid,"5'8""",155,,1986,1.48,22,2.96,75,.3.70,100,0,..0.0,0,1,-1,-1
f65dcb22dada2223,Joshua Sampo,The Gremlin,"5'4""",125,64,1984,1.99,36,2.96,55,.1.06,33,40,..2.1,1,3,-2,-3
27b1a406ac171b19,Luke Stewart,,"5'11""",170,,  --,3.75,56,2.34,53,.3.75,33,50,..1.9,6,3,3,-2
82e7929bf6c2b689,Diego Sanchez,Nightmare,"5'10""",170,72,1981,2.76,37,2.91,57,.1.52,22,50,..0.9,20,11,9,1
c3ea8deeba00462b,Pete Spratt,The Secret Weapon,"5'9""",170,,1971,1.63,48,1.33,55,.0.30,100,46,..0.3,3,6,-3,-3
4690d47bf725fd98,Gokhan Saki,The Rebel,"6'0""",205,73,1983,7.09,58,4.57,53,.0.00,0,100,..0.0,1,1,0,-1
e0f7c4f3f67bc808,Wes Sims,The Project,"6'10""",260,,1979,0.98,51,2.95,37,.0.00,0,40,..2.3,0,4,-4,-4
94a5aaf573f780ad,Yukio Sakaguchi,,"5'9""",185,,1973,0.3,25,2.4,50,.4.50,100,0,..9.0,0,1,-1,-1
20bd6c3e03c46ee6,Townsend Saunders,,"5'5""",170,,  --,0,0,0,0,.0.00,0,0,..0.0,0,2,-2,-2
601cf40c09090853,Josh Stuart,,"5'9""",160,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
d6b68eaf4b68b160,Rony Sefo,,"5'9""",225,,  --,0,0,0.43,0,.0.00,0,0,..0.0,0,1,-1,-1
34e552520a934063,Bradley Scott,Bear,"6'1""",170,76,1989,3.52,41,4.31,57,.0.32,15,63,..0.7,3,5,-2,-2
b8aef0faf4ce9b31,Sam Sicilia,,"5'8""",145,67,1986,2.46,33,3.55,59,.1.45,43,70,..0.9,5,7,-2,-3
cc5834a495d1ea08,Jason Suttie,Nobunaga,"6'0""",210,,1973,2.07,83,4.97,36,.0.00,0,0,..0.0,0,1,-1,-1
ebc1f40e00e0c481,Stefan Struve,Skyscraper,"6'11""",265,84,1988,3.14,45,3.92,47,.0.54,50,54,..1.8,12,9,3,-3
5b5b78116d1fc3eb,Andre Santos,Chatuba,"6'0""",170,,  --,2.77,34,4.17,41,.2.50,29,75,..0.0,0,0,0,0
a6c32678efd4f434,Sidney Silva,,"6'3""",170,,1972,2.86,65,3.3,34,.3.30,100,0,..0.0,0,1,-1,-1
d7338bcb141abd2c,Antonina Shevchenko,La Pantera,"5'8""",125,,1984,8.73,66,1.67,46,.0.00,0,83,..0.0,0,0,0,1
ab850a77a0fa487d,Sean Spencer,Black Magic,"5'10""",170,75,1987,4.24,32,4.02,60,.0.14,33,68,..0.0,3,5,-2,-3
821cd80aab70d5f9,Josh Shockman,The War Hammer,"6'4""",235,,1980,0.87,32,0.87,58,.0.00,0,23,..0.0,0,2,-2,-2
a1f6999fe57236e0,Wanderlei Silva,The Axe Murderer,"5'11""",205,74,1976,2.79,40,2.19,60,.0.97,53,62,..0.6,27,11,16,1
1fcfc3709fe58151,Peter Sobotta,,"6'0""",170,75,1987,2.17,39,2.89,59,.1.76,35,77,..0.6,4,5,-1,-1
d468288756ae3982,Renato Sobral,Babalu,"6'1""",205,75,1975,2.23,45,1.53,57,.2.48,42,65,..2.6,11,6,5,-1
a67f5afa8d6a1b80,Ryan Spann,Superman,"6'5""",205,81,1991,3.25,48,2.55,44,.0.00,0,66,..1.9,1,0,1,1
6a0047ac8c99fece,Bobby Sanchez,The Kid,"5'7""",155,,  --,0,0,0,100,.0.00,0,100,..0.0,0,2,-2,-2
e09dbbd5fe3f0fe2,Curtis Stout,,"6'1""",185,,1973,0.69,67,3.2,29,.0.00,0,20,..0.0,0,4,-4,-4
394f55ebca199124,Ivan Salaverry,,"6'0""",185,,1971,3.01,47,1.19,76,.0.49,18,36,..2.5,4,4,0,-2
b08012bbe542592a,Tatiana Suarez,,"5'5""",115,67,1990,4.75,73,0.72,42,.7.50,81,100,..0.8,4,0,4,4
ef3663798164adf0,Erick Sanchez,,"5'10""",145,,1990,0,0,0,0,.0.00,0,0,..0.0,0,0,0,0
d5ed14b2153c6ed2,Semmy Schilt,Hightower,"6'10""",265,,1973,1.2,50,1.31,53,.0.00,0,47,..1.1,6,4,2,1
4d25497994da569c,Lazar Stojadinovic,The Bronx Bomber,"5'7""",145,68,1989,1.82,29,1.97,59,.0.00,0,0,..0.0,0,0,0,0
e44c679c30403cba,Lacey Schuckman,,"5'3""",125,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
cc3147b49c7d7d92,Dan Stittgen,The Anvil,"6'1""",170,,1980,2.97,46,4.42,37,.0.78,100,100,..0.0,0,2,-2,-2
4bd6b4800070b069,Chas Skelly,The Scrapper,"5'11""",145,72,1985,2.12,40,3.49,47,.1.83,34,35,..2.3,6,4,2,-2
6000b5ae6c462142,Ray Steinbeiss,Ipswitch Cobra,"5'11""",170,,1979,0,0,0,100,.0.00,0,0,..0.0,0,1,-1,-1
c278e8843b8abfec,Charon Spain,,"5'9""",155,,1988,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
a6a9ab5a824e8f66,Joel Sutton,,"5'11""",205,,  --,0,0,0,0,.0.00,0,0,..0.0,2,0,2,2
61dd409cb40d1a55,George Stork,,"5'10""",185,,  --,0,0,0,0,.0.00,0,0,..0.0,0,1,-1,-1
d0e50a3d1b250708,Andre Soukhamthath,The Asian Sensation,"5'9""",135,70,1988,3.22,45,3.89,54,.1.59,63,75,..0.2,2,3,-1,1
12f1b140e248bdb9,Jerrod Sanders,J-Reazie,"5'8""",135,72,1979,0.88,64,1.14,46,.2.20,33,50,..1.6,1,2,-1,-1
