name,ELO_x,prevdate,Best_Rating_to_Date,Avg_Elo_of_opponets,frFX,id
Georges St-Pierre,1991.87,11/4/2017 2:38,1991.87,1484.15,28,6506c1d34da9c013
Daniel Cormier,1957.22,11/3/2018 0:00,1957.22,1515.48,24,d967f0128c323de6
Jon Jones,1919.88,7/29/2017 2:52,1926.56,1438.1,24,07f72a2a7591b409
Gegard Mousasi,1880.79,9/29/2018 0:00,1880.79,1326.82,54,232c582f29f8f65e
Tyron Woodley,1878.25,9/8/2018 0:00,1878.25,1426.07,25,effd9de9937996f8
Khabib Nurmagomedov,1876.73,10/6/2018 0:00,1876.73,1255.7,27,032cc3922d871c7f
Max Holloway,1867.3,12/2/2017 3:07,1867.3,1397.38,23,150ff4cc642270b9
Tony Ferguson,1866.02,10/6/2018 0:00,1866.02,1316.4,30,22a92d7f62195791
Ryan Bader,1857.61,10/12/2018 0:00,1857.61,1400.03,34,c0ab242c40decc55
Dustin Poirier,1820.2,7/28/2018 3:07,1820.2,1387.4,31,029eaff01e6bb8f0
Robert Whittaker,1815.06,6/9/2018 3:07,1815.06,1335.26,26,e1147d3d2dabe1ce
TJ Dillashaw,1787.87,8/4/2018 2:52,1787.87,1400.01,22,c849740a3ff51931
Stipe Miocic,1785.03,7/7/2018 2:38,1824.79,1368.48,26,d28dee5c705991df
Anthony Johnson,1780.77,4/8/2017 3:07,1830.95,1457.54,28,365fee2da473b177
Patricio Freire,1777.91,7/14/2018 1:26,1786.46,1360.43,31,98a58c26c5b1ed17
Demetrious Johnson,1772.15,8/4/2018 2:38,1855.68,1317.62,33,8a304bfd6bf04a57
Jon Fitch,1765.88,5/12/2018 4:19,1765.88,1348.96,42,6f018c039b4d5d80
Kyoji Horiguchi,1765.81,7/28/2018 1:55,1765.81,1313.54,27,98aa60cf58071fd6
Jose Aldo,1762.24,7/28/2018 2:52,1845.42,1377.07,31,d0f3959b4a9747e6
Conor McGregor,1760.46,10/6/2018 0:00,1807.18,1327.59,26,f4c49976c75c5ab2
Robbie Lawler,1758.65,12/16/2017 2:38,1825.85,1407.35,43,f2925e6db404bf1d
Douglas Lima,1751.64,9/29/2018 0:00,1763.58,1292.27,38,264111bf62662fbf
Eddie Alvarez,1749.48,7/28/2018 3:07,1832.13,1413.31,36,33a331684283900f
Kelvin Gastelum,1748.24,5/12/2018 2:52,1748.24,1414.58,23,8c0580d4fff106c1
Frankie Edgar,1746.04,4/21/2018 2:24,1777.13,1463.96,30,f2688492b9a525a3
Marlon Moraes,1741.12,6/1/2018 2:52,1741.12,1291.37,27,fea79f9bc8c68769
Phil Davis,1736.9,5/25/2018 2:24,1736.9,1438.47,25,902ab9197b83d0db
Kamaru Usman,1734.06,5/19/2018 3:07,1734.06,1334.03,16,f1b2aa7853d1ed6e
Bibiano Fernandes,1728.18,3/24/2018 2:38,1728.18,1334.1,25,cbc071cb20ea59c7
Raphael Assuncao,1726.43,7/7/2018 1:12,1726.43,1293.59,33,2f13e4020cea5b38
Fedor Emelianenko,1718.93,10/13/2018 0:00,1888.31,1352.19,46,b8da6f5c80ae2d15
Kevin Lee,1717.03,4/21/2018 2:38,1717.03,1374.51,21,ee9ebceabfd16fa7
Justin Gaethje,1716.12,8/25/2018 0:00,1767.33,1286.57,28,9e8f6c728eb01124
Cain Velasquez,1713.04,7/9/2016 1:55,1723.63,1466.06,16,0ff11cc094e887bc
Colby Covington,1712.58,6/9/2018 2:52,1712.58,1266.47,16,dc9572dd6ec74859
Dominick Cruz,1710.03,12/30/2016 2:09,1788.09,1292.19,24,10f3ba6cd2f44a97
Luke Rockhold,1710.01,2/10/2018 2:52,1775.6,1449.7,20,00e11b5c8b7bfeeb
Brian Ortega,1709.71,3/3/2018 2:38,1709.71,1292.62,15,def8166ff24bd237
Michael Bisping,1703.76,11/25/2017 2:52,1803.52,1373.78,41,2b93ebd9f5417ad2
Rory MacDonald,1700.67,9/29/2018 0:00,1735.85,1415.63,25,cbd5d3cdd862e90e
Jimmie Rivera,1700.42,9/8/2018 0:00,1710.79,1258.93,27,9c907996820d2d69
Neil Magny,1698.31,5/27/2018 2:24,1714.79,1363.39,31,84b3e7d38f2d2ec5
Yoel Romero,1698.03,6/9/2018 3:07,1744.6,1476.97,16,f77c68bb4be8516d
Rustam Khabilov,1694.51,9/15/2018 0:00,1694.51,1261.91,26,9b7694d064a8a0ad
Santiago Ponzinibbio,1693.56,12/16/2017 2:09,1693.56,1185.63,32,6d1bffff14897645
John Lineker,1690.6,5/12/2018 2:24,1691.25,1218.39,39,c268b2cfebccf652
Michel Prazeres,1687.7,5/19/2018 1:40,1687.7,1214.64,27,e51fcd9cd84c0b93
Shinya Aoki,1685.94,10/6/2018 0:00,1774.39,1359.29,52,79ded75550efc139
Anderson Silva,1682.95,2/11/2017 2:09,1918.86,1384.32,43,1f454354805b6f75
Ramazan Emeev,1682.84,9/15/2018 0:00,1682.84,1263.73,21,abd5fb12437eda21
Alexander Volkanovski,1682.79,7/14/2018 1:26,1682.79,1246.69,19,e1248941344b3288
Derrick Lewis,1680.39,11/3/2018 0:00,1700.85,1307.45,29,d3df1add9d9a7efb
Alexander Gustafsson,1679.2,5/28/2017 2:52,1679.2,1375.64,22,3c6976f8182d9527
Pat Curran,1678.62,10/6/2017 2:09,1682.15,1339.5,31,d8291d0dd63da29c
Daniel Weichel,1676.49,7/14/2018 1:26,1726.21,1196.21,52,7b9dade6bedaabbe
Nick Diaz,1672.28,1/31/2015 2:38,1738.99,1345.71,37,f57a8a52ca401ed9
Rashid Magomedov,1671.06,10/12/2018 2:45,1671.06,1264.31,25,7ea1f74cef32f906
Anthony Smith,1667.88,10/27/2018 0:00,1667.88,1235.23,44,d4c9dcd330403612
Chad Mendes,1667.71,7/14/2018 2:09,1715.39,1437.1,22,b5b684eac99ae0a3
Darren Till,1665.1,9/8/2018 0:00,1694.16,1192.07,22,9ce6d5a03af801b7
Fabricio Werdum,1663.1,3/17/2018 2:24,1776.35,1434.13,32,492b202d2064e7a9
Leon Edwards,1662.05,6/23/2018 3:07,1662.05,1263.98,22,f1fac969a1d70b08
Emmanuel Sanchez,1660.42,4/28/2018 3:07,1660.42,1309.06,20,243a336eaa2d2eb4
Leonardo Santos,1658.69,10/8/2016 0:14,1658.69,1249.98,23,9c65736747ca92ec
Al Iaquinta,1657.41,4/7/2018 2:09,1693.29,1300.7,25,59279a7c978f7da0
Henry Cejudo,1657.25,8/4/2018 2:38,1657.25,1353.37,15,056c493bbd76a918
Andrey Koreshkov,1656.06,9/29/2018 0:00,1714.73,1310.52,24,aee885b8ca29ab4f
Alexander Volkov,1654.44,10/6/2018 0:00,1715.04,1245.91,37,279566840aa55bf2
Alex Oliveira,1653.78,9/22/2018 0:00,1656.24,1279.53,27,57b10fca4f9c9a7a
Benson Henderson,1650.33,10/13/2018 0:00,1807.96,1429.54,35,2676b28836a5a836
TJ Grant,1646.75,5/25/2013 2:09,1646.75,1266.66,26,a26198ba5093147e
Chris Weidman,1646.62,11/3/2018 0:00,1805.85,1529.36,18,3a8176e15b9887c1
David Branch,1645.97,11/3/2018 0:00,1757.25,1377.82,27,d2c55d1d2e67773b
Darren Elkins,1642.43,7/14/2018 1:26,1704.17,1306.8,31,92a9aa9c93192871
Mairbek Taisumov,1642.23,9/15/2018 0:00,1642.23,1210.35,32,8f5c8850b2484173
Francisco Trinaldo,1641.15,9/22/2018 0:00,1684.95,1352.88,30,a8283a4f415e1eb9
Demian Maia,1640.66,5/19/2018 3:07,1823.03,1483.46,34,427b5953ac8e3a27
Aljamain Sterling,1639.95,9/8/2018 0:00,1639.95,1312.76,22,cb696ebfb6598724
Stephen Thompson,1639.61,5/27/2018 2:38,1698.65,1402.22,18,4a28cb716c19157a
Israel Adesanya,1638.26,11/3/2018 0:00,1638.26,1243.12,16,1338e2c7480bdf9e
Patricky Freire,1638.25,9/21/2018 0:00,1638.25,1342.87,28,90e6dde9113830bd
Joseph Benavidez,1636.22,6/9/2018 0:43,1714.53,1335.77,30,80eacd4da0617c57
Thiago Santos,1635.98,9/22/2018 0:00,1635.98,1293.71,29,dea070ed4a2a8281
Cheick Kongo,1634.75,10/13/2018 0:00,1634.75,1280.3,41,1eacf73d6a0055dc
Lyoto Machida,1631.87,5/12/2018 2:09,1721.44,1462.7,32,f7a7f7118d4b01b6
Donald Cerrone,1630.77,6/23/2018 3:07,1860.98,1430.41,45,1d00756835ca67c9
Sergei Kharitonov,1630.47,10/12/2018 0:00,1630.47,1278.57,35,0693b2eab79198ea
Islam Makhachev,1627.48,7/28/2018 1:40,1627.48,1245.75,17,275aca31f61ba28c
Edson Barboza,1626.26,4/21/2018 2:38,1724.89,1431.67,25,64a50dad704d1d49
Josh Barnett,1624.11,9/3/2016 2:38,1694.83,1344.59,43,ad3f53c454cbbead
Anatoly Tokov,1623.24,10/13/2018 0:00,1623.24,1168.74,30,679ae8c4fd022c6b
Anthony Pettis,1622.98,10/6/2018 0:00,1739.57,1407.22,29,cbb682f5fcc44bfc
Will Brooks,1622.39,10/12/2018 0:45,1742.56,1361.27,25,b6e6c3b1dcaae0a1
Nate Diaz,1621.49,8/20/2016 2:52,1666.78,1405.91,33,8355922d564b152c
James Vick,1620.91,8/25/2018 0:00,1671.88,1353.49,19,6256b2b1562cb8e1
Dong Hyun Kim,1620.35,6/17/2017 2:24,1698.07,1310.29,29,9bcf8603ceb25680
Elizeu Zaleski dos Santos,1618.25,9/22/2018 0:00,1618.25,1225.94,25,8adcbd525fab8d9b
Charles Oliveira,1613.87,9/22/2018 0:00,1621.51,1351.19,34,07225ba28ae309b6
AJ McKee,1611.91,9/21/2018 0:00,1611.91,1165.57,20,f3ec0214794a699e
Sergio Moraes,1604.37,9/22/2018 0:00,1604.37,1300.78,20,1bcaac2d99b90fce
Chael Sonnen,1603.45,10/13/2018 0:00,1711.44,1386.42,47,48d1f690b763934c
Jorge Masvidal,1600.97,11/4/2017 1:55,1687.5,1382.94,45,47b9e0e7703a4868
Daniel Straus,1600.89,10/6/2017 2:24,1718.26,1309.68,35,15347cd4cdf01b03
Darrion Caldwell,1599.89,8/17/2018 0:00,1599.89,1292.63,14,b7dc25ee40ee8334
Amanda Nunes,1598.1,5/12/2018 3:07,1598.1,1235.45,20,80fa8218c99f9c58
Forrest Griffin,1594.61,7/7/2012 2:24,1623.32,1278.87,34,fcffee71cff5530e
Elias Theodorou,1593.65,5/27/2018 0:14,1593.65,1302.42,19,34f88592c0ab7a54
Vitor Belfort,1591.92,5/12/2018 2:09,1724.2,1399.39,41,0ee783aa00e468f0
Dan Henderson,1591.82,10/8/2016 2:38,1767.9,1434.18,47,1ccf4e7caff270df
Jeremy Stephens,1591.22,7/28/2018 2:52,1627.39,1331.34,46,18968f97ad34f15c
Urijah Faber,1590.9,12/17/2016 2:38,1674.41,1348.4,44,78114b7199cef90c
Ronys Torres,1586.87,3/10/2018 2:24,1644.45,1205.92,42,cce79e827569f26e
Mirsad Bektic,1586.44,6/9/2018 1:26,1586.44,1195.69,18,cbd3e590a85b18c5
Muhammed Lawal,1586.29,5/12/2018 4:33,1635.11,1408.19,29,a571770c4016736f
Siyar Bahadurzada,1586.09,4/21/2018 0:43,1611.75,1229.51,31,aec185309b4843d0
Yushin Okami,1585.83,4/14/2018 0:57,1695.56,1309.54,50,acff437707625fc7
Alistair Overeem,1585.05,6/9/2018 1:55,1738.34,1304.5,61,b4ad3a06ee4d660c
Michael McDonald,1584.27,7/13/2018 2:38,1584.27,1274.83,23,d0314416a7f26527
Glover Teixeira,1584.19,7/22/2018 2:52,1721.18,1326.56,34,7ff97850e8c32bda
Jan Blachowicz,1582.94,9/15/2018 0:00,1582.94,1271.32,30,99df7d0a2a08a8a8
Zabit Magomedsharipov,1580.38,9/8/2018 0:00,1580.38,1196.39,18,87aa9fb63d6b51a1
Belal Muhammad,1578.42,6/1/2018 0:57,1578.42,1289.43,16,b1b0729d27936f2f
James Krause,1577.36,8/25/2018 0:00,1577.36,1246.13,37,8f6a18831a120817
Cody Garbrandt,1576.75,8/4/2018 2:52,1645.75,1285.91,19,d8c7c61b176e3994
Deiveson Figueiredo,1573.82,8/25/2018 0:00,1573.82,1172.68,15,aa72b0f831d0bfe5
Brad Tavares,1573.48,7/6/2018 2:52,1639.87,1316.83,26,0c6d9ea8306c029e
Kenny Florian,1573.42,10/8/2011 2:24,1632.35,1403.94,21,cb139171ed1b69fe
Rose Namajunas,1572.71,4/7/2018 1:55,1572.71,1275.23,18,47b63240018d5d86
Ilir Latifi,1571.86,2/24/2018 2:24,1571.86,1288.95,21,e9a3aeb207578eea
Chidi Njokuani,1571.7,12/1/2017 2:38,1590.47,1241.76,24,c68c68efaa5ca6ef
Myles Jury,1570.84,7/14/2018 2:09,1648.19,1240.95,28,08e908ed6d18d6a0
Gunnar Nelson,1570.75,7/16/2017 2:52,1622.29,1307.51,20,fd55393021a8c255
Pedro Munhoz,1570.32,8/4/2018 1:40,1570.32,1302.76,20,6bd02119599741a4
Lorenz Larkin,1569.71,10/12/2018 0:00,1573.29,1323.37,28,9450848a71d53776
Martin Kampmann,1568.98,8/28/2013 2:52,1663.2,1341.19,28,8b69839f3555a67b
Ben Rothwell,1567.97,4/10/2016 3:07,1623.03,1192.81,50,bd58d34e39b7b12a
Sean Strickland,1567.82,10/27/2018 0:00,1616,1278.83,23,0d8011111be000b2
Paul Daley,1567.73,5/12/2018 4:19,1635.91,1285.19,59,23725c826c481e7f
Michael Johnson,1567.15,10/27/2018 0:00,1624.54,1359.29,37,511e82663651438d
Matt Mitrione,1567.01,10/12/2018 0:00,1585.94,1390.26,21,ba280572acfba13f
Sean Sherk,1565.98,9/25/2010 1:55,1607.64,1188.44,41,029880cdbf5ca089
John Dodson,1565.1,9/8/2018 0:00,1613.21,1294.14,33,99506df1af6c8b3b
Gregor Gillespie,1564.91,6/1/2018 2:38,1564.91,1249.44,12,84ff027394f7e470
Curtis Blaydes,1564.28,6/9/2018 1:55,1564.28,1309.68,12,fa6796c55d6c5440
Brian Foster,1563.2,6/21/2018 2:38,1572.73,1261.3,38,3dc3022232b79c7a
Rafael Silva,1562.11,5/20/2018 3:21,1564.65,1146.77,35,a31358d90d4bb40a
Rani Yahya,1560.06,8/25/2018 0:00,1560.06,1266.98,36,94527830000ab715
David Teymur,1560.05,6/1/2018 1:12,1560.05,1277.67,12,2747c60e42d9d75f
Curtis Millender,1559,7/7/2018 0:43,1559,1217.53,19,f1928a52590c5532
Mauricio Rua,1558.63,7/22/2018 3:07,1650.19,1430.44,36,140745cbbcb023ac
Vinny Magalhaes,1558.46,10/12/2018 3:30,1558.46,1263.98,31,88a9bc81271ccd89
Bas Rutten,1558.31,7/22/2006 1:55,1558.31,1124.96,33,03688dc3c3af3ac1
Blagoy Ivanov,1556.65,7/14/2018 3:07,1605.98,1278.37,19,1788eee370f077b7
Rick Story,1555.62,10/20/2018 3:00,1633.21,1387.31,31,5b5307450405abf0
Jessica Andrade,1555.44,9/8/2018 0:00,1555.44,1207,25,6a1901c62ab3870f
Rafael Carvalho,1554,5/25/2018 3:36,1572.75,1229.71,17,620d8710e89cfeae
Calvin Kattar,1553.46,10/27/2018 0:00,1566.23,1185.87,22,751de04455cfaac0
Ricardo Lamas,1553.27,6/9/2018 1:26,1696.97,1432.9,25,3974fa35c917af1d
Dominick Reyes,1551.67,10/6/2018 0:00,1551.67,1146.51,15,2e19380f34871c6a
Bruno Santos,1551.55,10/20/2018 3:30,1586.99,1271.77,21,da1d8d76404bb6b5
Tim Elliott,1550.73,12/30/2017 0:14,1596.82,1266.84,28,c96d9178c9ed9e62
Matt Brown,1548.98,11/11/2017 2:52,1632.08,1315.09,40,31123249b0bbf52e
Alejandro Perez,1548.7,7/14/2018 1:40,1548.7,1134.11,30,80daefbed11ce998
Tom Breese,1548.62,5/27/2018 1:12,1555.62,1161.18,20,1588b787bda7b540
Nik Lentz,1547.67,10/6/2018 0:00,1571.6,1263.88,41,6fb1ba67bef41b37
Albert Tumenov,1547.54,9/8/2018 0:00,1565.83,1220.6,24,ff6a1f63c254127e
Cody Stamann,1547.35,9/8/2018 0:00,1598.84,1185.09,20,bf7ad5628363eec9
Corey Anderson,1546.78,7/22/2018 2:52,1546.78,1351.16,18,5e4eec08896c9423
Ruslan Magomedov,1545.38,10/3/2015 2:24,1545.38,1203.69,15,369e1ce458ef50a6
Michael Chiesa,1544.26,7/7/2018 1:55,1642.18,1277.04,25,c58f51dedb310998
Aleksander Emelianenko,1543.89,7/9/2018 2:24,1559.85,1244.13,36,f54200f1dfb9b5d4
Michael Page,1542.81,5/25/2018 3:21,1542.81,1198.46,13,a67d071163962af8
Dan Hooker,1542.4,7/7/2018 0:28,1542.4,1201.17,25,193b9d1858bc4df3
Jesse Taylor,1542.23,7/7/2017 2:24,1592.13,1276.93,53,dd992d569aaebee6
Yancy Medeiros,1540.76,2/18/2018 2:52,1580.19,1331.16,21,813550bc53b15fb0
Joanna Jedrzejczyk,1540.21,7/28/2018 2:38,1636.93,1270.02,19,3d6749c4267da18f
Cezar Ferreira,1540.02,5/12/2018 1:55,1540.02,1321.27,21,dbc17725b887860a
Derek Brunson,1539.63,11/3/2018 0:00,1626.73,1341.97,27,b1a3e0aca758b322
Paul Felder,1538.47,7/7/2018 2:09,1613.3,1309.49,21,e5010b1b94ca5755
Cub Swanson,1536.57,8/4/2018 2:24,1695.02,1340.91,35,d247691a6c0e9034
Alexander Shlemenko,1536.06,10/13/2018 0:00,1754.26,1226.61,68,ed3ea649b34ddb6c
Shane Burgos,1536.05,11/3/2018 0:00,1552.32,1182.46,19,98d961097baaf308
Dustin Ortiz,1535.51,7/28/2018 0:43,1535.51,1244.49,27,f53c1f4ceeed8c08
Ricky Simon,1535.44,8/4/2018 1:26,1535.44,1149.83,18,5987b2458f4b5290
Kevin Aguilar,1533.24,7/10/2018 1:12,1533.24,1175.64,18,cf946e03ba2e7666
Jack Hermansson,1533.12,5/12/2018 0:43,1533.12,1251.27,22,0a1942069c9ad6b6
Gerald Meerschaert,1532.6,7/6/2018 0:14,1532.6,1152.22,37,6ac9bc2953c47345
Levan Makashvili,1532.53,3/31/2017 2:24,1532.53,1242.22,18,938ad489fb7a1f31
Tim Kennedy,1532.13,12/10/2016 2:09,1647.32,1321.56,24,3c660c90d48fc80d
Patrick Cote,1532.09,4/8/2017 2:24,1625.5,1351.65,36,9fa3bd637edd9aa2
Thales Leites,1531.38,9/22/2018 0:00,1694.08,1347.92,38,cfb65863d5099327
Sam Alvey,1530.86,9/22/2018 0:00,1592.54,1265.02,50,d156513a19acf856
Linton Vassell,1530.47,5/25/2018 2:24,1583.76,1234.43,27,a148dfe3485be79d
Rick Glenn,1530.36,7/14/2018 2:38,1536.33,1215.39,27,814ff3018127e8fc
Lucas Martins,1530.24,4/13/2018 2:38,1530.24,1194.98,23,7413b80dbb0f8f9f
Goiti Yamauchi,1527.87,1/20/2018 2:09,1577.24,1163.86,33,9e1a7101fefe9746
Beneil Dariush,1527.46,3/3/2018 1:26,1657.12,1369.61,19,08af939f41b5a57b
Tito Ortiz,1527.1,1/21/2017 3:07,1545.53,1408.7,32,2f732dd9210d301f
Raoni Barcelos,1524.53,7/14/2018 0:57,1524.53,1229.46,13,b9f28e7045fdfce7
Dave Jansen,1523.22,5/20/2016 0:57,1619.83,1259.95,25,335ad945324c3a2e
Louis Taylor,1523.18,10/20/2018 5:30,1538.86,1242.42,22,49bddfee9ed54cf3
Tom Duquesnoy,1521.99,3/17/2018 1:55,1556.47,1243.34,19,e979c76341f19b22
Chris Lytle,1521.72,8/14/2011 2:52,1531.55,1233.07,56,91acd6910b802a9e
Tyler Stinson,1521.34,7/16/2016 1:55,1521.34,1205.92,40,2cf520143e76cd2e
Matt Hughes,1521.12,9/24/2011 2:09,1689.33,1246.67,54,621a6c59f88a44fe
Alex Perez,1520.79,8/4/2018 0:43,1520.79,1097.14,25,ab2b4ff41d6ebe0f
Ryan LaFlare,1520.1,10/6/2018 0:00,1591.84,1321.67,17,4c7781da8c6cae93
Scott Holtzman,1520,10/6/2018 0:00,1520,1210.65,18,df1eb4354d18a906
Bobby Green,1519.56,1/27/2018 1:55,1653.7,1269.71,33,887961364be5ceb3
Sergio Pettis,1517.29,10/6/2018 0:00,1569.82,1237.57,24,de75d1c45a39e221
Gilbert Melendez,1517.21,9/9/2017 1:40,1758.62,1386.88,31,aa5b4eff51bdc7d1
Alexandre Pantoja,1517,5/19/2018 1:26,1544.71,1202.43,25,a0f0004aadf10b71
Julian Erosa,1516.96,6/26/2018 0:28,1557.28,1234.57,31,902ec2cc48c8ae8a
John Hathaway,1516.48,3/1/2014 1:55,1556.97,1211.03,19,28f3c2258a1d8874
Eduardo Dantas,1516.19,7/13/2018 2:38,1647.62,1281.92,26,676a2e5ec4d7338c
Kazuo Misaki,1515.67,3/3/2012 1:40,1534.48,1286.82,39,5e7a28f20927d64a
Chas Skelly,1515.6,5/13/2017 1:26,1568.26,1250.94,20,4bd6b4800070b069
Kuniyoshi Hironaka,1514.9,10/4/2014 2:09,1562.33,1244.37,32,9d4522df6fc49a47
Alexander Hernandez,1513.07,7/28/2018 2:24,1513.07,1157.43,14,262a7d06203657e6
Carlos Condit,1513.05,4/14/2018 3:07,1730.48,1345.56,42,f9f07bb5a43535ed
Jordan Mein,1513.01,7/28/2018 2:09,1613.81,1212.9,44,2aa49b3766a59bcd
Marcin Tybura,1512.81,7/22/2018 2:24,1537.94,1294.46,21,c9cf753cfdf77fc2
Takafumi Otsuka,1511.81,12/31/2017 0:28,1554.12,1225.43,40,6b8f28da9a483049
Yair Rodriguez,1511.8,5/13/2017 2:09,1533.81,1235.49,14,cbf5e6f231b55443
Nazareno Malegarie,1511.04,10/5/2018 2:35,1550.64,1196.61,38,d38e8c6ae2dfc051
Vicente Luque,1510.81,10/6/2018 0:00,1510.81,1238.65,23,6d4b63c767106d3a
Georgi Karakhanyan,1510.66,5/5/2018 1:12,1610.71,1247.91,37,43292ecf0e72c143
Nikita Krylov,1509.65,9/15/2018 0:00,1565.05,1172.04,31,1091d4d957141094
Tim Boetsch,1508.84,4/14/2018 2:24,1632.22,1386.75,33,c80095f6092271a7
Diego Sanchez,1508.19,9/8/2018 0:00,1632.03,1352.29,42,82e7929bf6c2b689
Henry Corrales,1507.71,10/13/2018 0:00,1507.71,1232.36,19,7cb0946d51b8cde7
Jose Torres,1507.69,8/4/2018 0:43,1574.32,1198.14,18,d2036f31c035e0d1
Zak Cummings,1507.54,5/19/2018 1:40,1542.08,1244.01,30,4ba8d454f762005d
Dan Hardy,1507.52,9/29/2012 2:24,1636.46,1238.61,36,473ce3aa581251a2
Rob Font,1506.58,7/7/2018 1:12,1535.35,1233.23,23,05339613bf8e9808
Adlan Amagov,1505.91,8/21/2016 2:09,1505.91,1222.78,17,1e327b281ef6a745
Marcin Held,1505.36,6/16/2018 3:21,1633.6,1268.44,32,bf43fed8f29e1671
Chris Holdsworth,1505.27,5/24/2014 1:12,1505.27,1164.44,13,fc60ecf0671b9489
Efrain Escudero,1504.87,6/21/2018 2:24,1506.54,1274.33,46,83fd97284f4bb4a4
Brian Kelleher,1504.85,5/12/2018 2:24,1538.41,1199.2,31,7be14eaed4c74856
Matt Wiman,1504.58,11/22/2014 1:40,1516.98,1279.08,25,eb29176b03dfa888
Katlyn Chookagian,1503.8,7/28/2018 0:57,1503.8,1145.89,19,e872e9a9a902c045
Francis Ngannou,1502.91,7/7/2018 2:24,1565.61,1315.05,14,8d03ce87ca14e778
Dennis Siver,1501.88,6/25/2017 1:55,1565.34,1273.76,35,5f87a5c00b3d17ed
Bryan Caraway,1501.01,3/3/2018 0:28,1551.45,1229.62,35,5ef0088c1b19beeb
Drew Dober,1500.84,8/25/2018 0:00,1500.84,1212.38,36,519e4fe37ce9ff75
Brad Katona,1500.29,7/6/2018 2:24,1500.29,1157.28,12,7b433309b0fd12aa
Shamil Abdurakhimov,1500.2,9/15/2018 0:00,1500.2,1209.79,23,2f5cbecbbe18bac4
Jay Hieron,1500.02,2/2/2013 1:12,1665.68,1277.32,30,5bb0a618ad03ac64
Michael Trizano,1499.61,7/6/2018 2:38,1499.61,1149.82,14,5bf31a46becc1204
Anton Kuivanen,1499.39,7/1/2018 3:07,1499.39,1201,36,706f8e2b34e8e18b
Mike Perry,1498.85,7/7/2018 2:09,1519.53,1334.88,15,f2b6fdb20675b11c
Desmond Green,1498.5,9/15/2018 0:00,1576.97,1291.78,31,f046d724d2a84ac5
Jake Matthews,1498.39,6/23/2018 1:12,1498.39,1260.42,18,a845f0735bc67405
Antonio McKee,1497.39,11/22/2014 1:55,1573.14,1187.7,37,3414b50b08a10600
Petr Yan,1496.46,9/15/2018 0:00,1496.46,1266.13,11,d661ce4da776fc20
Sheymon Moraes,1495.86,11/3/2018 0:00,1495.86,1285.58,13,0d62719b1dcf7c40
Erik Perez,1495.7,4/20/2018 2:24,1495.7,1159.87,24,af62f99eb7606308
Danny Roberts,1494.92,7/22/2018 2:09,1504.45,1188.68,21,a6cba6bb66c1a8c9
Brent Primus,1494.86,6/24/2017 2:38,1494.86,1177.99,11,46caf130099206cd
Clay Guida,1494.62,6/9/2018 0:28,1595.89,1297.03,52,c47df9303d318c67
Evan Dunham,1493.97,9/22/2018 0:00,1595.65,1356.83,29,e5c9de15bb58b1c6
Tatiana Suarez,1493.68,9/8/2018 0:00,1493.68,1185.97,11,b08012bbe542592a
Rich Franklin,1493.63,11/10/2012 2:09,1620.02,1269.36,38,d897897060f10a3a
Glaico Franca,1493.37,7/1/2018 3:21,1493.37,1114.65,27,00a3ff40c4b2cf21
Alex Gilpin,1492.81,8/7/2018 0:00,1492.81,1150.58,17,762c69860eef65d8
Alan Belcher,1492.08,4/27/2013 2:24,1588.37,1263.95,27,4130a743d9d22163
Said Nurmagomedov,1491.9,7/14/2018 1:12,1491.9,1206.38,14,0fd5f4b838e890cc
Steven Siler,1491.59,10/5/2018 3:55,1513.87,1251.02,52,d188a3b817860ec6
Isao Kobayashi,1490.59,4/15/2018 3:07,1577.25,1234.07,32,a02652d063ef5baa
Jake Shields,1489.82,10/20/2018 4:00,1766.8,1331.36,46,fe435e440b5de0ff
Brett Johns,1489.58,8/4/2018 1:40,1604.33,1187.35,21,ec52462a1b41f714
Daron Cruickshank,1489.51,9/30/2018 0:00,1489.51,1296.94,34,5f99b2bafb10305f
Claudia Gadelha,1489.44,6/9/2018 1:40,1496.07,1226.54,19,ec34349e7dffcde7
Ray Borg,1489.41,10/7/2017 2:24,1501.68,1237.32,18,a4de54ea806fb525
Ronda Rousey,1489.23,12/30/2016 2:24,1630.49,1282.83,17,8bdac25ce0bb874d
Tarec Saffiedine,1488.1,6/17/2017 2:09,1597.09,1324.36,23,0749d968e932df53
Joao Zeferino,1487.84,8/16/2018 0:00,1498.72,1195.11,31,be4076c9e8d791e3
Josh Emmett,1487.72,2/24/2018 2:52,1529.8,1216.08,15,fba03cd6cc28dc41
Drakkar Klose,1486.73,7/7/2018 0:57,1506.56,1186.18,15,7cbf7c78d3b34218
Chris Honeycutt,1486.34,7/13/2018 2:24,1506.99,1264.1,14,4d2e3320d815f687
Jordan Griffin,1486.32,7/31/2018 0:28,1486.32,1118.33,29,ebef46976554f975
Chan Sung Jung,1485.11,2/4/2017 2:52,1485.11,1241.08,18,c451d67c09c55418
Arnold Allen,1484.92,5/27/2018 2:09,1484.92,1177.28,14,040a74bb0a465c54
Jeremy Kennedy,1484.61,2/10/2018 1:12,1527.32,1139.49,19,68f6e96c5fa6e044
Damon Jackson,1484.48,5/25/2018 2:38,1484.48,1219.12,19,29af297d9f1de0f8
Mark Bocek,1482.27,4/16/2014 0:57,1502.51,1346.72,17,cf9d24e4bd0cf2ce
